graph,query,scenario,run,runtime_ms
artificial_trees_truebase_100000_prepost,01_all_descendants,q04,2,18.779
artificial_trees_truebase_100000_prepost,01_all_descendants,q04,3,26.885
artificial_trees_truebase_100000_prepost,01_all_descendants,q04,4,27.026
artificial_trees_truebase_100000_prepost,01_all_descendants,q04,5,27.156
artificial_trees_ultratall_10_baseline,01_all_descendants,q01_q02,1,2.949
artificial_trees_ultratall_10_baseline,01_all_descendants,q01_q02,2,2.923
artificial_trees_ultratall_10_baseline,01_all_descendants,q01_q02,3,2.750
artificial_trees_ultratall_10_baseline,01_all_descendants,q01_q02,4,3.094
artificial_trees_ultratall_10_baseline,01_all_descendants,q01_q02,5,2.906
artificial_trees_ultratall_10_dewey,01_all_descendants,q01_q02,1,1.689
artificial_trees_ultratall_10_dewey,01_all_descendants,q01_q02,2,1.484
artificial_trees_ultratall_10_dewey,01_all_descendants,q01_q02,3,1.275
artificial_trees_ultratall_10_dewey,01_all_descendants,q01_q02,4,1.397
artificial_trees_ultratall_10_dewey,01_all_descendants,q01_q02,5,1.471
artificial_trees_ultratall_10_prepost,01_all_descendants,q01_q02,1,1.766
artificial_trees_ultratall_10_prepost,01_all_descendants,q01_q02,2,1.740
artificial_trees_ultratall_10_prepost,01_all_descendants,q01_q02,3,1.382
artificial_trees_ultratall_10_prepost,01_all_descendants,q01_q02,4,1.664
artificial_trees_ultratall_10_prepost,01_all_descendants,q01_q02,5,1.879
artificial_trees_ultratall_10_baseline,01_all_descendants,q03,1,3.481
artificial_trees_ultratall_10_baseline,01_all_descendants,q03,2,2.791
artificial_trees_ultratall_10_baseline,01_all_descendants,q03,3,2.750
artificial_trees_ultratall_10_baseline,01_all_descendants,q03,4,2.614
artificial_trees_ultratall_10_baseline,01_all_descendants,q03,5,2.640
artificial_trees_ultratall_10_dewey,01_all_descendants,q03,1,1.809
artificial_trees_ultratall_10_dewey,01_all_descendants,q03,2,1.516
artificial_trees_ultratall_10_dewey,01_all_descendants,q03,3,1.475
artificial_trees_ultratall_10_dewey,01_all_descendants,q03,4,1.521
artificial_trees_ultratall_10_dewey,01_all_descendants,q03,5,1.666
artificial_trees_ultratall_10_prepost,01_all_descendants,q03,1,1.746
artificial_trees_ultratall_10_prepost,01_all_descendants,q03,2,1.562
artificial_trees_ultratall_10_prepost,01_all_descendants,q03,3,1.541
artificial_trees_ultratall_10_prepost,01_all_descendants,q03,4,1.623
artificial_trees_ultratall_10_prepost,01_all_descendants,q03,5,1.293
artificial_trees_ultratall_10_baseline,01_all_descendants,q04,1,3.300
artificial_trees_ultratall_10_baseline,01_all_descendants,q04,2,2.835
artificial_trees_ultratall_10_baseline,01_all_descendants,q04,3,2.744
artificial_trees_ultratall_10_baseline,01_all_descendants,q04,4,2.931
artificial_trees_ultratall_10_baseline,01_all_descendants,q04,5,2.615
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,1,1.850
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,2,1.565
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,3,1.239
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,4,1.493
artificial_trees_ultratall_10_dewey,01_all_descendants,q04,5,1.732
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,1,1.848
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,2,1.637
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,3,1.626
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,4,1.451
artificial_trees_ultratall_10_prepost,01_all_descendants,q04,5,1.757
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,1,4.307
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,2,4.161
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,3,2.756
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,4,3.942
artificial_trees_ultratall_100_baseline,01_all_descendants,q01_q02,5,3.431
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,1,1.640
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,2,1.538
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,3,1.336
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,4,1.241
artificial_trees_ultratall_100_dewey,01_all_descendants,q01_q02,5,1.583
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,1,1.922
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,2,1.765
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,3,1.829
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,4,1.552
artificial_trees_ultratall_100_prepost,01_all_descendants,q01_q02,5,1.365
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,1,3.156
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,2,3.046
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,3,2.601
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,4,3.124
artificial_trees_ultratall_100_baseline,01_all_descendants,q03,5,2.706
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,1,1.744
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,2,1.512
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,3,1.614
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,4,1.542
artificial_trees_ultratall_100_dewey,01_all_descendants,q03,5,1.246
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,1,1.809
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,2,1.721
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,3,1.390
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,4,1.662
artificial_trees_ultratall_100_prepost,01_all_descendants,q03,5,1.464
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,1,3.557
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,2,2.826
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,3,2.719
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,4,2.310
artificial_trees_ultratall_100_baseline,01_all_descendants,q04,5,2.901
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,1,1.614
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,2,1.641
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,3,1.597
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,4,1.503
